industry,category_kr,brand,copy,date,url,src
fashion,패션/스포츠,PXG,차원이 다른 퍼포먼스로 기적을 만들다,2024-04-01,https://play.tvcf.co.kr/940533,Apr_240507_0508 수정
home_appliance,전기전자,FC 모바일,미안하다 트릭이다,2024-04-01,https://play.tvcf.co.kr/940851,Apr_240507_0508 수정
home_appliance,전기전자,FC 모바일,에에에에 에프씨 모바일 Ayo!,2024-04-01,https://play.tvcf.co.kr/940852,Apr_240507_0508 수정
beauty,화장품,CJ올리브영,Change Your Vibe!,2024-04-01,https://play.tvcf.co.kr/940508,Apr_240507_0508 수정
retail,서비스/유통/레저,호텔스닷컴,"내가 찾던 여행, 그곳에",2024-04-01,https://play.tvcf.co.kr/940479,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,현대약품 유린타민,"전립선비대에 의한 배뇨 곤란, 유린타민으로 개선하세요",2024-04-01,https://play.tvcf.co.kr/940295,Apr_240507_0508 수정
fnb,식품/제과,한돈,영양도 맛도 신선함도. 국대급 한돈.,2024-04-01,https://play.tvcf.co.kr/940492,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,한국 MSD 박스뉴반스,새로 나온 박스뉴반스로 걱정 하나 빼기,2024-04-01,https://play.tvcf.co.kr/940490,Apr_240507_0508 수정
home_living,생활/가정용품,필립스,경험하세요. 차원이 다른 깔끔함.,2024-04-01,https://play.tvcf.co.kr/940536,Apr_240507_0508 수정
retail,서비스/유통/레저,쿠팡 라이브,쿠팡 덕분에 신발에 날개를 달았네!,2024-04-01,https://play.tvcf.co.kr/940310,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,콴첼,"마침내, 콴첼이 되다",2024-04-01,https://play.tvcf.co.kr/941520,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,콜레올로지,신봉선 다이어트를 검색하세요,2024-04-01,https://play.tvcf.co.kr/940540,Apr_240507_0508 수정
home_appliance,전기전자,캐논,위대한 시선이 되다,2024-04-01,https://play.tvcf.co.kr/940715,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,카누,"Work, Life, Coffee",2024-04-01,https://play.tvcf.co.kr/940469,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,츄파춥스 밀크소다 제로,츄파 츄파 츄파 춥스 소다 소다 밀크 소다,2024-04-01,https://play.tvcf.co.kr/940543,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,익스트림,체력은 익스트림,2024-04-01,https://play.tvcf.co.kr/941160,Apr_240507_0508 수정
home_appliance,전기전자,웰스 아이스원 얼음정수기,원하던대로 원하는만큼,2024-04-01,https://play.tvcf.co.kr/940315,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,당큐락,혈당 고민엔? 땡큐 당큐락,2024-04-01,https://play.tvcf.co.kr/939293,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,오트사이드,지나치게 맛있다,2024-04-01,https://play.tvcf.co.kr/938371,Apr_240507_0508 수정
home_living,생활/가정용품,에싸,"소파의 한계, 그 위에 에싸",2024-04-01,https://play.tvcf.co.kr/940372,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,어메이징 오트,"아침밥을 포기하지 않도록, 어메이징 오트",2024-04-01,https://play.tvcf.co.kr/940312,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,액티넘 EX골드,효과의 차이가 능력의 차이,2024-04-01,https://play.tvcf.co.kr/939283,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,알로에베라킹,이러니 킹이라 불릴 수 밖에,2024-04-01,https://play.tvcf.co.kr/941410,Apr_240507_0508 수정
finance,금융/보험,신한투자증권,"투자는 운이 아니다, 투자는 공부다",2024-04-01,https://play.tvcf.co.kr/940496,Apr_240507_0508 수정
finance,금융/보험,신영증권,손주사랑 신탁이 되다,2024-04-01,https://play.tvcf.co.kr/939818,Apr_240507_0508 수정
fnb,식품/제과,시모나바밤바,시모나의 꿀맛과 밤맛의 바밤바가 만났다,2024-04-01,https://play.tvcf.co.kr/940282,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,스텔라 아르투아,맛이 가치가 되는 순간,2024-04-01,https://play.tvcf.co.kr/940529,Apr_240507_0508 수정
public_gov,관공서/단체,스마트순찰차,NNCP는 안전과 함께 달립니다,2024-04-01,https://play.tvcf.co.kr/940482,Apr_240507_0508 수정
public_gov,관공서/단체,선택 2024 MBC 선거방송,선거방송이 갖춰야 할 모든 것,2024-04-01,https://play.tvcf.co.kr/940472,Apr_240507_0508 수정
public_gov,관공서/단체,선택 2024 MBC 선거방송,"4월 10일, 당신과 토론합니다",2024-04-01,https://play.tvcf.co.kr/940473,Apr_240507_0508 수정
home_appliance,전기전자,삼성 BESPOKE AI 콤보,AI로 세탁부터 건조까지 한번에 빠르게,2024-04-01,https://play.tvcf.co.kr/940509,Apr_240507_0508 수정
home_appliance,전기전자,삼성 BESPOKE 무풍에어컨,천만의 선택 BESPOKE 무풍에어컨,2024-04-01,https://play.tvcf.co.kr/941676,Apr_240507_0508 수정
fnb,식품/제과,삼산회관,"한 번 먹으면, 멈출 수 없는 맛",2024-04-01,https://play.tvcf.co.kr/940534,Apr_240507_0508 수정
fnb,식품/제과,사세,"치킨집이 아니라 치킨, 집!",2024-04-01,https://play.tvcf.co.kr/940188,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,미에로화이바,톡쏘는 식이섬유,2024-04-01,https://play.tvcf.co.kr/940345,Apr_240507_0508 수정
automotive,자동차/정유,메르세데스 벤츠,메르세데스-벤츠라는 것,2024-04-01,https://play.tvcf.co.kr/940535,Apr_240507_0508 수정
fnb,식품/제과,두찜,블록버스터 찜닭의 탄생,2024-04-01,https://play.tvcf.co.kr/940360,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,동아제약 멜라토닝,"색소침착, 뭘로 토닝? 멜라 토닝!",2024-04-01,https://play.tvcf.co.kr/940484,Apr_240507_0508 수정
retail,서비스/유통/레저,델타항공,멈추지 말고 도전하세요,2024-04-01,https://play.tvcf.co.kr/940532,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,당코치,당뇨인에게 참 좋은 당코치,2024-04-01,https://play.tvcf.co.kr/940487,Apr_240507_0508 수정
home_appliance,전기전자,다이슨 슈퍼소닉 뉴럴,자동으로 온도를 조절해 두피 건강을 돕는 헤어드라이어,2024-04-01,https://play.tvcf.co.kr/940467,Apr_240507_0508 수정
home_appliance,전기전자,다이슨 슈퍼소닉 뉴럴,"빠르고 스마트한 드라이, 과도한 열 손상 없이",2024-04-01,https://play.tvcf.co.kr/940468,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,뉴트리원 퍼펙트 아이케어 3X GR,눈은 언제 쉬어?,2024-04-01,https://play.tvcf.co.kr/937236,Apr_240507_0508 수정
fashion,패션/스포츠,나르지오,세상에서 가장 편한 신발,2024-04-01,https://play.tvcf.co.kr/940455,Apr_240507_0508 수정
fnb,식품/제과,교촌치킨,모두의 인생이 인생맛으로 채워지도록,2024-04-01,https://play.tvcf.co.kr/940572,Apr_240507_0508 수정
home_appliance,전기전자,LG 트롬 오브제컬렉션 워시콤보,진정한 올인원 AI 세탁건조기,2024-04-01,https://play.tvcf.co.kr/943024,Apr_240507_0508 수정
fnb,식품/제과,아웃백스테이크하우스,이러니 사로잡힐 수 밖에,2024-04-01,https://play.tvcf.co.kr/942896,Apr_240507_0508 수정
home_appliance,전기전자,LG 시네빔 큐브,놀랍도록 선명한 4K화질로 완성하는 홈 시네마,2024-04-01,https://play.tvcf.co.kr/943025,Apr_240507_0508 수정
home_appliance,전기전자,나이트 크로우,친구끼리 싸우는거 아니다~ 전쟁을해라!,2024-04-01,https://play.tvcf.co.kr/944228,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,락토바이브,"인생은 스스로 착, 균생도 스스로 착!",2024-04-01,https://play.tvcf.co.kr/944303,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,아이원 루테인지아잔틴 미니,수박씨보다 작게,2024-04-01,https://play.tvcf.co.kr/939836,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,쥬비스 다이어트,성공은 언제나 하나씩 바르게,2024-04-01,https://play.tvcf.co.kr/940501,Apr_240507_0508 수정
fashion,패션/스포츠,빈폴,익숙한 새로움,2024-04-01,https://play.tvcf.co.kr/940929,Apr_240507_0508 수정
retail,서비스/유통/레저,SSG닷컴,최신을 다한 미식 컬렉션,2024-04-01,https://play.tvcf.co.kr/940279,Apr_240507_0508 수정
home_appliance,전기전자,삼성 BESPOKE 무풍에어컨,"바람, 더위와 함께 사라지다",2024-04-01,https://play.tvcf.co.kr/941685,Apr_240507_0508 수정
home_living,생활/가정용품,비트캡슐,처음 느끼는 빨래쾌감,2024-04-01,https://play.tvcf.co.kr/940470,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,한맥,오늘 가장 부드러운 순간,2024-04-01,https://play.tvcf.co.kr/940354,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,크러시,나와 가장 가까운 4세대 맥주,2024-04-01,https://play.tvcf.co.kr/940350,Apr_240507_0508 수정
finance,금융/보험,캐롯손해보험,터치 한 번이면 알아서 사고 접수,2024-04-01,https://play.tvcf.co.kr/940486,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,조지아커피,"깨우다, 오늘을 새롭게",2024-04-01,https://play.tvcf.co.kr/937196,Apr_240507_0508 수정
finance,금융/보험,KB손해보험 다이렉트,"만기오면, 연아의 KB다이렉트",2024-04-02,https://play.tvcf.co.kr/940714,Apr_240507_0508 수정
home_living,생활/가정용품,액츠 캡슐세제,빨레엔 슉! 액츠캡슐,2024-04-02,https://play.tvcf.co.kr/940722,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,아큐브,"찍고, 보자. 마이아큐브",2024-04-02,https://play.tvcf.co.kr/940839,Apr_240507_0508 수정
telecom,정보통신,별이되어라2,세상 모든 판타지를 넘어,2024-04-02,https://play.tvcf.co.kr/940840,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,리큐덤,"움직임이 많은 상처엔, 리큐덤",2024-04-02,https://play.tvcf.co.kr/940845,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,뉴트리원 센토메가,신선함이 눈에 보이는 오메가3,2024-04-02,https://play.tvcf.co.kr/939007,Apr_240507_0508 수정
home_appliance,전기전자,LG 퓨리케어 360˚ 공기청정기 UV살균,한 차원 높은 청정의 완성,2024-04-02,https://play.tvcf.co.kr/940924,Apr_240507_0508 수정
beauty,화장품,AHC,매일매일 앞선케어,2024-04-02,https://play.tvcf.co.kr/942109,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,에버콜라겐,22년 콜라겐만 연구했으니 깊이가 다를 수 밖에,2024-04-02,https://play.tvcf.co.kr/943058,Apr_240507_0508 수정
retail,서비스/유통/레저,아시아나 항공,누군가의 세상이 타고 있다,2024-04-02,https://play.tvcf.co.kr/940702,Apr_240507_0508 수정
home_living,생활/가정용품,순수한면,모든 면이 좋아야 진짜 순면,2024-04-03,https://play.tvcf.co.kr/940944,Apr_240507_0508 수정
retail,서비스/유통/레저,런드리고,가장 가까운 세탁소,2024-04-03,https://play.tvcf.co.kr/940721,Apr_240507_0508 수정
finance,금융/보험,교보생명,건강을 지켜주는 든든한 건강보장군,2024-04-03,https://play.tvcf.co.kr/940906,Apr_240507_0508 수정
corporate_pr,기업PR,르노코리아,"Renault, 한국에서 만나다",2024-04-03,https://play.tvcf.co.kr/943197,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,펩시,즐거움에 목마를때,2024-04-04,https://play.tvcf.co.kr/941186,Apr_240507_0508 수정
home_living,생활/가정용품,템퍼,THE DIFFERENCE IS TEMPUR,2024-04-04,https://play.tvcf.co.kr/941153,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,테일러 딥워터,빼기 시작해? 딥워터로 시작해!,2024-04-04,https://play.tvcf.co.kr/940972,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,영진 구론산 바몬드,구론구론!,2024-04-04,https://play.tvcf.co.kr/941287,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,별빛청하 스파클링,별처럼 빛날 너의 오늘엔,2024-04-04,https://play.tvcf.co.kr/940940,Apr_240507_0508 수정
beauty,화장품,바닐라코 클린 잇 제로 클렌징밤,오늘밤 클렌징,2024-04-04,https://play.tvcf.co.kr/941672,Apr_240507_0508 수정
home_living,생활/가정용품,랙스가이,"결론은 명품원단, 결론은 랙스가이",2024-04-04,https://play.tvcf.co.kr/941149,Apr_240507_0508 수정
home_appliance,전기전자,LG 스타일러 오브제컬렉션,어디서나 스타일 구길 일 없도록,2024-04-04,https://play.tvcf.co.kr/941211,Apr_240507_0508 수정
telecom,정보통신,에어비앤비,Airbnb로 더 즐거워지는 여행,2024-04-04,https://play.tvcf.co.kr/941161,Apr_240507_0508 수정
fnb,식품/제과,차오차이,새로운 중화미식,2024-04-05,https://play.tvcf.co.kr/941275,Apr_240507_0508 수정
finance,금융/보험,우리은행,전문가의 1:1 자산관리,2024-04-05,https://play.tvcf.co.kr/941009,Apr_240507_0508 수정
retail,서비스/유통/레저,에버랜드,에버랜드에 자꾸 갈 지도,2024-04-05,https://play.tvcf.co.kr/941424,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,서울우유 A2+,A2우유에 플러스+까지,2024-04-05,https://play.tvcf.co.kr/941271,Apr_240507_0508 수정
home_appliance,전기전자,삼성 BESPOKE AI,세상에 없던 AI라이프,2024-04-05,https://play.tvcf.co.kr/941268,Apr_240507_0508 수정
fashion,패션/스포츠,르무통,걸을 땐 르무통,2024-04-05,https://play.tvcf.co.kr/941284,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,그날엔 덱스,"덱스처럼 빠르게, 강하게",2024-04-05,https://play.tvcf.co.kr/941163,Apr_240507_0508 수정
home_living,생활/가정용품,퍼실 딥클린 실내건조,해결은 허쉬 딥클린,2024-04-05,https://play.tvcf.co.kr/941279,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,케토톱,인생은 좀 오버해야 재미있지,2024-04-05,https://play.tvcf.co.kr/941273,Apr_240507_0508 수정
public_gov,관공서/단체,외교부,아프리카와 한국이 함께 만드는 미래,2024-04-06,https://play.tvcf.co.kr/941174,Apr_240507_0508 수정
beverage_alcohol,음료/기호식품,오리온 더 드래프트,"처음 뵙겠습니다, 오키나와에서 왔습니다",2024-04-06,https://play.tvcf.co.kr/941482,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,센시아,문제는 겉이 아니라 속에 있으니까,2024-04-06,https://play.tvcf.co.kr/941302,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,바이크롬,장.간.만,2024-04-06,https://play.tvcf.co.kr/941263,Apr_240507_0508 수정
automotive,자동차/정유,르노코리아,한국에서 만나다,2024-04-06,https://play.tvcf.co.kr/941292,Apr_240507_0508 수정
automotive,자동차/정유,BMW 5 시리즈,새로워진 BMW NEW 5 시리즈,2024-04-06,https://play.tvcf.co.kr/941528,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,비맥스,피로회복 B로 회복,2024-04-06,https://play.tvcf.co.kr/941294,Apr_240507_0508 수정
beauty,화장품,미샤,너의 모든 순간이 美의 순간이 되도록,2024-04-08,https://play.tvcf.co.kr/941514,Apr_240507_0508 수정
fnb,식품/제과,농심,"구리마불, 새롭게 맛 볼 나라는?",2024-04-08,https://play.tvcf.co.kr/941184,Apr_240507_0508 수정
public_gov,관공서/단체,국민체육진흥공단,당신의 스포츠를 보여주세요,2024-04-08,https://play.tvcf.co.kr/941522,Apr_240507_0508 수정
public_gov,관공서/단체,경기RE100,대한민국에는 경기도가 있습니다,2024-04-08,https://play.tvcf.co.kr/941532,Apr_240507_0508 수정
healthcare_pharma,제약/의료/복지,상쾌환 부스터 제로,축제로구나,2024-04-08,https://play.tvcf.co.kr/941524,Apr_240507_0508 수정
education,출판/교육/문화,카카오VX 프렌즈 스크린,골프의 즐거움이 출렁이게,2024-04-08,https://play.tvcf.co.kr/941430,Apr_240507_0508 수정
corporate_pr,기업PR,현대해상,먼저 움직이는 현대해상,2024-04-09,https://play.tvcf.co.kr/940943,Apr_240507_0508 수정
home_living,생활/가정용품,오랄비 iO,세계 치과의사 추천 칫솔 브랜드,2024-04-09,https://play.tvcf.co.kr/941692,Apr_240507_0508 수정
home_appliance,전기전자,레이븐2,9년의 시간을 거슬러 다시 돌아왔다,2024-04-09,https://play.tvcf.co.kr/941625,Apr_240507_0508 수정
