industry,category_kr,brand,copy,date,url,src
finance,금융/보험,신한라이프,좋으면 됐어,2024-09-01,https://play.tvcf.co.kr/951080,Sep_241009
finance,금융/보험,라이나생명,정말 나를 위한 보험,2024-09-01,https://play.tvcf.co.kr/957752,Sep_241009
finance,금융/보험,DB손해보험,"함께, 약속 DB손해보험",2024-09-01,https://play.tvcf.co.kr/960057,Sep_241009
public_gov,관공서/단체,GH경기주택도시공사,"도시의 미래를 위한 솔루션, 도미솔",2024-09-01,https://play.tvcf.co.kr/957375,Sep_241009
public_gov,관공서/단체,식품의약품안전처 마약근절 캠페인,"마약을 이기는 힘. 용기 한 걸음, 함께 한 걸음.",2024-09-01,https://play.tvcf.co.kr/957327,Sep_241009
public_gov,관공서/단체,산림청,"나무를 씁니다, 나무가 삽니다",2024-09-01,https://play.tvcf.co.kr/957445,Sep_241009
public_gov,관공서/단체,마음구조109,마음에 힘이 됩니다,2024-09-01,https://play.tvcf.co.kr/957361,Sep_241009
public_gov,관공서/단체,경찰청 우회전 일시정지 캠페인,"우회전 일시정지, 이제 0K입니다",2024-09-01,https://play.tvcf.co.kr/957334,Sep_241009
public_gov,관공서/단체,한국음악저작권협회,MUSIC 음악 안에는 우리가 있습니다,2024-09-01,https://play.tvcf.co.kr/957700,Sep_241009
fnb,식품/제과,맘스터치,WOW TASTE MOM's TOUCH,2024-09-01,https://play.tvcf.co.kr/957371,Sep_241009
education,출판/교육/문화,KBS 캠페인,아이 + 꿈 = 미래,2024-09-02,https://play.tvcf.co.kr/957457,Sep_241009
healthcare_pharma,제약/의료/복지,씨스팡,관절팔팔 씨스팡!,2024-09-02,https://play.tvcf.co.kr/957453,Sep_241009
healthcare_pharma,제약/의료/복지,메노리자,시작하자 메노리자,2024-09-02,https://play.tvcf.co.kr/957463,Sep_241009
home_appliance,전기전자,세라젬,모두의 라이프가 다 다른만큼 세라젬의 기술을 더 다양하게 누릴 수 있도록,2024-09-02,https://play.tvcf.co.kr/957455,Sep_241009
beverage_alcohol,음료/기호식품,필라이트 후레쉬,말도 안되지만 압도적 가성비,2024-09-02,https://play.tvcf.co.kr/957454,Sep_241009
beverage_alcohol,음료/기호식품,카스 라이트,맥주 한잔 할 수 있는 친구는 먼 곳에 있지 않다,2024-09-02,https://play.tvcf.co.kr/957400,Sep_241009
fnb,식품/제과,써브웨이,안창살과 머쉬룸이 어우러지는 미지의 taste,2024-09-02,https://play.tvcf.co.kr/957468,Sep_241009
home_living,생활/가정용품,질레트 랩스 딥 클렌징 바,디테일을 아는 남자의 선택,2024-09-02,https://play.tvcf.co.kr/957464,Sep_241009
finance,금융/보험,KB자산운용,당신이 위로 RISE 할 수 있도록,2024-09-02,https://play.tvcf.co.kr/957108,Sep_241009
finance,금융/보험,토스증권,누구나 주식 투자를 쉽게 보는 세상으로,2024-09-02,https://play.tvcf.co.kr/957749,Sep_241009
finance,금융/보험,미래에셋증권,"미래에셋 수수료, 끊임없이 ZERO",2024-09-02,https://play.tvcf.co.kr/957429,Sep_241009
finance,금융/보험,삼성자산운용,연금도 ISA 투자도 Kodex로 앞서가다,2024-09-02,https://play.tvcf.co.kr/959507,Sep_241009
public_gov,관공서/단체,네이버페이,돈이 되는 금융비교,2024-09-02,https://play.tvcf.co.kr/957420,Sep_241009
public_gov,관공서/단체,한화그룹,"새로운 커리어의 시작, 너만의 이유로 불태워라",2024-09-02,https://play.tvcf.co.kr/960082,Sep_241009
public_gov,관공서/단체,초록우산 어린이재단,언제나 어린이곁에,2024-09-02,https://play.tvcf.co.kr/957442,Sep_241009
retail,서비스/유통/레저,티머니,이동이득 티머니GO,2024-09-02,https://play.tvcf.co.kr/957473,Sep_241009
healthcare_pharma,제약/의료/복지,혈행건강 프로메가,혈행어사 출두요!,2024-09-02,https://play.tvcf.co.kr/957808,Sep_241009
beauty,화장품,THE WHOO,마침내 새로운 히스토리가 될 24시간 안티에이징,2024-09-03,https://play.tvcf.co.kr/958757,Sep_241009
healthcare_pharma,제약/의료/복지,화이자 프리베나13,14년 연속 국내 폐렴구균 백신 부문 1위,2024-09-03,https://play.tvcf.co.kr/957565,Sep_241009
home_appliance,전기전자,어도비 애크로뱃,단 하나의 pdf 솔루션,2024-09-03,https://play.tvcf.co.kr/960372,Sep_241009
automotive,자동차/정유,현대자동차그룹,Inspiring Human Progress,2024-09-03,https://play.tvcf.co.kr/957577,Sep_241009
public_gov,관공서/단체,국제구조위원회,희망을 구조합니다,2024-09-03,https://play.tvcf.co.kr/957736,Sep_241009
public_gov,관공서/단체,인천도시공사,ㅁiㄹH가 기대되는 우리는 iH에 살아요,2024-09-03,https://play.tvcf.co.kr/957574,Sep_241009
fashion,패션/스포츠,PXG,정점에서 마주한 위대한 만남,2024-09-04,https://play.tvcf.co.kr/957806,Sep_241009
fashion,패션/스포츠,젤라또 피케,맛있는 기분을 픽해봐,2024-09-04,https://play.tvcf.co.kr/957864,Sep_241009
education,출판/교육/문화,MBC 선데이 베이스볼,일요일엔 MBC와 함께,2024-09-04,https://play.tvcf.co.kr/957796,Sep_241009
home_appliance,전기전자,코웨이 비렉스 페블체어,안마의자 페블로 갖고 싶던 공간을 완성하다,2024-09-04,https://play.tvcf.co.kr/957793,Sep_241009
home_appliance,전기전자,캐논 EOS R5 Mark II,역대급 5의 위대한 계승,2024-09-04,https://play.tvcf.co.kr/957780,Sep_241009
home_appliance,전기전자,삼성 OLED,Gaming Super DNA,2024-09-04,https://play.tvcf.co.kr/957896,Sep_241009
retail,서비스/유통/레저,롯데렌터카 G카,"언제든G 떠날 때G, 그린카의 새 이름 Gcar",2024-09-04,https://play.tvcf.co.kr/957859,Sep_241009
home_living,생활/가정용품,하기스 네이처메이드,지금 바로 걸음을 내딛어보자,2024-09-04,https://play.tvcf.co.kr/957569,Sep_241009
beauty,화장품,토니모리,"찾아봐, 너만의 특별함",2024-09-05,https://play.tvcf.co.kr/958139,Sep_241009
telecom,정보통신,SK브로드밴드 B tv,빈틈없는 콘텐츠 라이프의 시작,2024-09-05,https://play.tvcf.co.kr/957537,Sep_241009
home_appliance,전기전자,리니지 리마스터,"리니지, 플레이를 리마스터 하다",2024-09-05,https://play.tvcf.co.kr/958015,Sep_241009
home_appliance,전기전자,LG전자,"모이자, 꿈꾸자",2024-09-05,https://play.tvcf.co.kr/958136,Sep_241009
fnb,식품/제과,반올림피자샵,반올림은 자중하지 않아,2024-09-05,https://play.tvcf.co.kr/958289,Sep_241009
retail,서비스/유통/레저,마담주,"마음 담아 주다, 마담주",2024-09-05,https://play.tvcf.co.kr/957998,Sep_241009
home_living,생활/가정용품,써모스,나 생각보다 대단한 사람인 것 같아,2024-09-05,https://play.tvcf.co.kr/958000,Sep_241009
corporate_pr,기업PR,DB손해보험,약속대로 이루어지길,2024-09-05,https://play.tvcf.co.kr/958101,Sep_241009
public_gov,관공서/단체,서울관광재단,FEEL SOUL GOOD,2024-09-05,https://play.tvcf.co.kr/957863,Sep_241009
construction_realestate,아파트/건설,KCC,컬러가 세상을 바꾼다,2024-09-05,https://play.tvcf.co.kr/957895,Sep_241009
healthcare_pharma,제약/의료/복지,익수 공진단,인생에 꼭 한 번은 익수 공진단,2024-09-06,https://play.tvcf.co.kr/958100,Sep_241009
fnb,식품/제과,버거킹,두툼-한 치킨과 비프,2024-09-06,https://play.tvcf.co.kr/958092,Sep_241009
fnb,식품/제과,고피자,PIZZA EVERYWHERE COMPANY,2024-09-06,https://play.tvcf.co.kr/958138,Sep_241009
corporate_pr,기업PR,현대해상 기업PR,시대를 넘어 보험이 가야할 길,2024-09-06,https://play.tvcf.co.kr/957344,Sep_241009
corporate_pr,기업PR,삼성SDS,"우리는 이미, 세계에서 가장 주목받는 하이테크 물류기업입니다.",2024-09-06,https://play.tvcf.co.kr/958298,Sep_241009
finance,금융/보험,KB손해보험 다이렉트,만기왔다이렉트,2024-09-06,https://play.tvcf.co.kr/958649,Sep_241009
public_gov,관공서/단체,가스안전캠페인,행복을 지켜주는 CHECK!,2024-09-06,https://play.tvcf.co.kr/958104,Sep_241009
healthcare_pharma,제약/의료/복지,훼스탈 슈퍼자임,"빠른소화, 소화효소가 답이다",2024-09-07,https://play.tvcf.co.kr/958123,Sep_241009
home_appliance,전기전자,코웨이 비렉스 리클라이닝 안마베드,이제 안마는 코웨이 비렉스,2024-09-07,https://play.tvcf.co.kr/958113,Sep_241009
fnb,식품/제과,켈로그 프로틴 딜라이트 카라멜&피칸,강민경의 요즘 단백질,2024-09-07,https://play.tvcf.co.kr/958111,Sep_241009
finance,금융/보험,NH트래블리 체크카드,너에게 혜택을 끝없이,2024-09-07,https://play.tvcf.co.kr/958098,Sep_241009
education,출판/교육/문화,대교 브레인 트레이닝,오늘의 행복을 평생의 기억으로,2024-09-09,https://play.tvcf.co.kr/958265,Sep_241009
healthcare_pharma,제약/의료/복지,락토핏,대한민국 1등 유산균,2024-09-09,https://play.tvcf.co.kr/958267,Sep_241009
telecom,정보통신,SK텔레콤,AI때문에 벌어진 도파민 중독. AI 스스로 해결할 순 없을까?.,2024-09-09,https://play.tvcf.co.kr/958366,Sep_241009
home_appliance,전기전자,삼성 갤럭시 북4 엣지,처음 만나는 AI PC,2024-09-09,https://play.tvcf.co.kr/958266,Sep_241009
home_appliance,전기전자,저니 오브 모나크,꿈꾸던 본토로 향하는 여정,2024-09-09,https://play.tvcf.co.kr/959280,Sep_241009
beverage_alcohol,음료/기호식품,코카콜라,맛있는 마법을 더해요,2024-09-09,https://play.tvcf.co.kr/959162,Sep_241009
home_living,생활/가정용품,파나소닉,스타일이 있는 남자,2024-09-09,https://play.tvcf.co.kr/958134,Sep_241009
corporate_pr,기업PR,코오롱몰,코오롱 고객 공개모집,2024-09-09,https://play.tvcf.co.kr/958127,Sep_241009
home_appliance,전기전자,퍼플,"원하면, 지금 바로.",2024-09-10,https://play.tvcf.co.kr/959045,Sep_241009
home_appliance,전기전자,휴플러스,휴식에 안마를 더하다,2024-09-10,https://play.tvcf.co.kr/960439,Sep_241009
home_living,생활/가정용품,데스커,모두를 움직일 가능성,2024-09-10,https://play.tvcf.co.kr/958272,Sep_241009
finance,금융/보험,신한카드,완벽한 포인트 득점 플랜,2024-09-10,https://play.tvcf.co.kr/958488,Sep_241009
public_gov,관공서/단체,공익광고협의회,아이들의 신호에 응답해주세요,2024-09-10,https://play.tvcf.co.kr/958290,Sep_241009
home_living,생활/가정용품,굽네듀먼,재료가 보이면 맛이 보인다,2024-09-10,https://play.tvcf.co.kr/958364,Sep_241009
fnb,식품/제과,본죽 본죽&비빔밥,더 완벽한 일석이죽,2024-09-10,https://play.tvcf.co.kr/958342,Sep_241009
fashion,패션/스포츠,탑텐,편안함에 물들다,2024-09-11,https://play.tvcf.co.kr/958521,Sep_241009
education,출판/교육/문화,골프존,"별빛 라운드의 색다른 즐거움, 지금 투비전NX에서",2024-09-11,https://play.tvcf.co.kr/958554,Sep_241009
home_appliance,전기전자,삼성 갤럭시 버즈3 프로,Hear sound in a new light,2024-09-11,https://play.tvcf.co.kr/958486,Sep_241009
home_appliance,전기전자,로보락,실제 후기를 딱 보여드림,2024-09-11,https://play.tvcf.co.kr/959331,Sep_241009
finance,금융/보험,SBI저축은행,금융은 실전이야,2024-09-11,https://play.tvcf.co.kr/958549,Sep_241009
fashion,패션/스포츠,뉴발란스,ALWAYS TOGETHER,2024-09-12,https://play.tvcf.co.kr/958991,Sep_241009
education,출판/교육/문화,2024 MBC 신입사원 공개채용,새로움을 채우다 MBC,2024-09-12,https://play.tvcf.co.kr/958683,Sep_241009
education,출판/교육/문화,팀스파르타,바라던 내 일을 만나다,2024-09-12,https://play.tvcf.co.kr/958984,Sep_241009
healthcare_pharma,제약/의료/복지,코웰메디,코웰메디로 진행시켜,2024-09-12,https://play.tvcf.co.kr/958738,Sep_241009
healthcare_pharma,제약/의료/복지,모닝케어 PRESS ON,환과 액상을 바로 마시는 환상적 숙취해소,2024-09-12,https://play.tvcf.co.kr/958760,Sep_241009
telecom,정보통신,KT 스카이라이프,Change your Home life,2024-09-12,https://play.tvcf.co.kr/958730,Sep_241009
home_appliance,전기전자,나르왈 Freo Z Ultra,지능적 바닥케어의 시작,2024-09-12,https://play.tvcf.co.kr/960136,Sep_241009
beverage_alcohol,음료/기호식품,처음처럼,변함없는 부드러움,2024-09-12,https://play.tvcf.co.kr/958673,Sep_241009
fnb,식품/제과,그레인온,1등은 누가 뭐래도 그레인온,2024-09-12,https://play.tvcf.co.kr/958680,Sep_241009
retail,서비스/유통/레저,CJ온스타일,쇼핑은 쇼로 시작해,2024-09-12,https://play.tvcf.co.kr/958746,Sep_241009
corporate_pr,기업PR,서한,"오직, 좋은 집을 짓습니다.",2024-09-12,https://play.tvcf.co.kr/958378,Sep_241009
finance,금융/보험,KB손해보험 다이렉트,만기 오면 연아의 KB다이렉트,2024-09-12,https://play.tvcf.co.kr/958745,Sep_241009
finance,금융/보험,현대캐피탈,그동안 자동차 정보 따로 자동차 금융 따로 헤매느라 고생한 모두에게 바칩니다.,2024-09-12,https://play.tvcf.co.kr/958743,Sep_241009
public_gov,관공서/단체,보건복지부 129 보건복지상담센터,보건복지부가 129로 행복을 연결합니다,2024-09-12,https://play.tvcf.co.kr/958753,Sep_241009
public_gov,관공서/단체,코리안드림 1000만 캠페인,"ONE THE FULL, ONE KOREA",2024-09-12,https://play.tvcf.co.kr/959281,Sep_241009
fnb,식품/제과,맥도날드 맥크리스피 스리라차 마요,오늘을 맛있게 쓰리라,2024-09-12,https://play.tvcf.co.kr/958681,Sep_241009
telecom,정보통신,디즈니플러스,디즈니+ 일년살기,2024-09-12,https://play.tvcf.co.kr/958682,Sep_241009
fashion,패션/스포츠,스케쳐스 맥스 쿠셔닝,스케쳐스가 만들면 러닝화조차 편안해진다,2024-09-13,https://play.tvcf.co.kr/958831,Sep_241009
fashion,패션/스포츠,노스페이스 화이트라벨,NUPTSE THE SHORT,2024-09-13,https://play.tvcf.co.kr/958829,Sep_241009
healthcare_pharma,제약/의료/복지,네이처 메이드,꽉 채운 건강을 만드는 기술,2024-09-13,https://play.tvcf.co.kr/958694,Sep_241009
healthcare_pharma,제약/의료/복지,홍이장군 점프스틱,차원이 다른 성장,2024-09-13,https://play.tvcf.co.kr/958747,Sep_241009
healthcare_pharma,제약/의료/복지,로게인폼,두피케어를 넘어 모낭 표적케어로,2024-09-13,https://play.tvcf.co.kr/958828,Sep_241009
healthcare_pharma,제약/의료/복지,당신도 대상포진 대상자 캠페인,대상포진은 예방접종이 중요합니다,2024-09-13,https://play.tvcf.co.kr/958821,Sep_241009
telecom,정보통신,SK텔레콤 아이폰 16 Pro,Capture Your Vibe,2024-09-13,https://play.tvcf.co.kr/958827,Sep_241009
telecom,정보통신,아이폰 16 Pro,할리우드가 손 안에,2024-09-13,https://play.tvcf.co.kr/958824,Sep_241009
telecom,정보통신,나만없어 드래곤,지상 최대 드래곤 전쟁에 모두 참여하세요,2024-09-13,https://play.tvcf.co.kr/959066,Sep_241009
telecom,정보통신,삼성 갤럭시 Z 플립6,Voice of Galacy,2024-09-13,https://play.tvcf.co.kr/959078,Sep_241009
home_appliance,전기전자,LG 트롬 오브제컬렉션 건조기,무.조.건 트롬 건조,2024-09-13,https://play.tvcf.co.kr/960036,Sep_241009
automotive,자동차/정유,BMW i7,자신의 운명을 스스로 만드는 당신께,2024-09-13,https://play.tvcf.co.kr/958830,Sep_241009
fnb,식품/제과,동원 그릴리,신유빈은 그릴리 후랑크,2024-09-13,https://play.tvcf.co.kr/958737,Sep_241009
fnb,식품/제과,팔도비빔면,페어링의 원조 팔도비빔면Ⅱ,2024-09-13,https://play.tvcf.co.kr/958819,Sep_241009
finance,금융/보험,토스,청소년 도박이 사라지는 그날까지,2024-09-13,https://play.tvcf.co.kr/958735,Sep_241009
public_gov,관공서/단체,유니세프,"나는 팀코리아, 그리고 유니세프 팀코리아",2024-09-13,https://play.tvcf.co.kr/959113,Sep_241009
public_gov,관공서/단체,한국도박문제예방치유원,🎵 형 따라 1 to the 3 to the 3 to the 6,2024-09-13,https://play.tvcf.co.kr/959122,Sep_241009
fashion,패션/스포츠,빈폴,"익숙하게, 다시 새롭게",2024-09-13,https://play.tvcf.co.kr/958691,Sep_241009
fashion,패션/스포츠,K2 실크스타,세상 젤로 부드러운 다운,2024-09-14,https://play.tvcf.co.kr/958834,Sep_241009
healthcare_pharma,제약/의료/복지,치센,"치질 키우지 말고, 먹는 약 치센!",2024-09-14,https://play.tvcf.co.kr/958839,Sep_241009
home_appliance,전기전자,발란스핏 체어마사지기,소파에 탁! 의자에 탁!,2024-09-14,https://play.tvcf.co.kr/958837,Sep_241009
home_living,생활/가정용품,퍼시스,세상이 MZ를 바라보는 모습 대신 진짜 당신의 모습을 들려주세요.,2024-09-14,https://play.tvcf.co.kr/958860,Sep_241009
telecom,정보통신,잡코리알바몬,"지원아, 1위로 와",2024-09-14,https://play.tvcf.co.kr/958842,Sep_241009
beverage_alcohol,음료/기호식품,제누 단백질 커피믹스,그래도 맛있다,2024-09-15,https://play.tvcf.co.kr/958847,Sep_241009
